2014,1,1,0,0,0,0.074884,250.66,20.83,6.606,336,2.6,2.4,-6.56
2014,1,1,0,30,0,0.11223,251.71,20.88,6.546,336.1,2.6,2.4,-6.56
2014,1,1,1,0,0,0.10792,271.03,20.8,6.605,336,2.6,2.4,-6.56
2014,1,1,1,30,0,0.083074,267.79,20.88,6.638,336.1,2.6,2.4,-6.56
2014,1,1,2,0,0,0.11739,274.15,20.97,6.759,336.1,2.7,2.4,-6.56
2014,1,1,2,30,0,0.12329,272.77,21.09,6.866,336,2.7,2.4,-6.56
2014,1,1,3,0,0,0.079156,266.1,21.08,7,336,2.7,2.4,-6.56
2014,1,1,3,30,0,0.072649,266.7,21.05,7.178,336.2,2.6,2.4,-6.56
2014,1,1,4,0,0,0.078653,255.73,21.12,7.374,336,2.6,2.4,-6.56
2014,1,1,4,30,0,0.081457,223.02,21.33,7.612,336,2.6,2.4,-6.56
2014,1,1,5,0,0,0.078557,223.43,21.41,7.849,336.1,2.7,2.4,-6.56
2014,1,1,5,30,0,0.057,210.26,21.45,7.991,336,2.6,2.4,-6.56
2014,1,1,6,0,0,0.08717,185.41,21.47,8.132,336,2.7,2.4,-6.56
2014,1,1,6,30,0,0.066056,200.85,21.57,8.183,336.1,2.6,2.4,-6.56
2014,1,1,7,0,0,0.081067,165.3,21.59,8.276,336,2.6,2.4,-6.56
2014,1,1,7,30,0,0.07652,171.29,21.61,8.247,336,2.7,2.4,-6.56
2014,1,1,8,0,0,0.06794,164.81,21.6,8.207,336,2.7,2.4,-6.56
2014,1,1,8,30,0,0.068796,182.68,21.61,8.15,336.1,2.7,2.4,-6.56
2014,1,1,9,0,0,0.067985,149,21.63,8.031,336,2.7,2.4,-6.56
2014,1,1,9,30,0,0.027645,150.61,21.64,7.86,336,2.6,2.4,-6.56
2014,1,1,10,0,0,0.034443,188.29,21.62,7.675,336.1,2.6,2.4,-6.56
2014,1,1,10,30,0,0.039334,231.4,21.64,7.492,336,2.7,2.4,-6.56
2014,1,1,11,0,0,0.043174,256.48,21.65,7.286,336.1,2.7,2.4,-6.56
2014,1,1,11,30,0,0.042209,255.26,21.64,7.098,335.9,2.7,2.4,-6.56
2014,1,1,12,0,0,0.11066,255.11,21.59,6.936,336.2,2.7,2.4,-6.56
2014,1,1,12,30,0,0.093539,263.3,21.55,6.815,336,2.6,2.4,-6.56
2014,1,1,13,0,0,0.091718,264.89,21.52,6.694,336.2,2.6,2.4,-6.56
2014,1,1,13,30,0,0.087702,268.98,21.53,6.684,336.2,2.7,2.4,-6.56
2014,1,1,14,0,0,0.079469,273.35,21.54,6.666,336.2,2.7,2.4,-6.56
2014,1,1,14,30,0,0.11668,268.57,21.58,6.756,336.1,2.7,2.3,-6.56
2014,1,1,15,0,0,0.10085,265.81,21.67,6.832,336.2,2.7,2.4,-6.56
2014,1,1,15,30,0,0.069604,253.87,21.74,6.992,336.1,2.6,2.4,-6.56
2014,1,1,16,0,0,0.029774,242.81,21.72,7.131,336.1,2.7,2.4,-6.56
2014,1,1,16,30,0,0.031207,258.31,21.72,7.288,336.1,2.7,2.4,-6.56
2014,1,1,17,0,0,0.026799,200.33,21.7,7.413,336,2.7,2.4,-6.56
2014,1,1,17,30,0,0.026165,186.11,21.75,7.564,336,2.7,2.4,-6.56
2014,1,1,18,0,0,0.045485,187.44,21.79,7.756,336.1,2.7,2.4,-6.56
2014,1,1,18,30,0,0.077929,148.92,21.84,7.832,336,2.6,2.4,-6.56
2014,1,1,19,0,0,0.10784,166.7,21.82,7.901,336.2,2.7,2.4,-6.56
2014,1,1,19,30,0,0.13333,162.29,21.8,7.905,335.9,2.7,2.4,-6.56
2014,1,1,20,0,0,0.14911,153.07,21.8,7.911,336.2,2.7,2.4,-6.56
2014,1,1,20,30,0,0.15453,159.51,21.8,7.84,336.1,2.7,2.4,-6.56
2014,1,1,21,0,0,0.16447,157.13,21.81,7.765,336.1,2.7,2.4,-6.56
2014,1,1,21,30,0,0.15135,155.23,21.85,7.627,335.9,2.6,2.4,-6.56
2014,1,1,22,0,0,0.13439,126.43,21.86,7.492,336,2.7,2.4,-6.56
2014,1,1,22,30,0,0.17926,144.28,21.86,7.302,336,2.7,2.4,-6.56
