2013,1,1,0,2,1,1.46,4.08,72.82,-6.4
2013,1,1,3,2,1,0.88,11.08,53.48,-6.4
2013,1,1,6,2,1,NaN,4.07,62.91,-6.4
2013,1,1,9,2,1,0.8,10.17,51.51,-6.4
2013,1,1,12,2,1,0.74,12.46,53.05,-6.4
2013,1,1,15,2,1,0.84,10.16,52.71,-6.4
2013,1,1,18,2,1,0.84,4.56,97.92,-6.4
2013,1,1,21,2,1,0.77,11.85,60.54,-6.4
2013,1,2,0,2,1,0.64,11.41,60.15,-6.4
2013,1,2,3,2,1,NaN,4.06,36.58,-6.4
2013,1,2,6,2,1,0.6,11.95,59.51,-6.4
2013,1,2,9,2,1,0.55,12.18,58.77,-6.4
2013,1,2,12,2,1,0.51,17.2,62.48,-6.4
2013,1,2,15,2,1,0.48,16.79,68.67,-6.4
2013,1,2,18,2,1,0.42,10.37,62.75,-6.4
2013,1,2,21,2,1,0.54,16.94,63.32,-6.4
2013,1,3,0,2,1,NaN,4.06,189.62,-6.4
2013,1,3,3,2,1,0.41,16.55,63.54,-6.4
2013,1,3,6,2,1,0.44,15.97,62.33,-6.4
2013,1,3,9,2,1,0.45,16.24,62.86,-6.4
2013,1,3,12,2,1,NaN,4.07,6.89,-6.4
2013,1,3,15,2,1,0.39,15.87,65.66,-6.4
2013,1,3,18,2,1,0.41,15.9,55.42,-6.4
2013,1,3,21,2,1,NaN,4.07,355.51,-6.4
2013,1,4,0,2,1,0.57,4.07,5.48,-6.4
2013,1,4,3,2,1,1.09,4.08,11.36,-6.4
2013,1,4,6,2,1,0.9,4.73,17.47,-6.4
2013,1,4,9,2,1,1.02,4.28,22.62,-6.4
2013,1,4,12,2,1,0.95,6.93,43.67,-6.4
2013,1,4,15,2,1,0.82,7.2,48.27,-6.4
2013,1,4,18,2,1,0.84,7.51,46.66,-6.4
2013,1,4,21,2,1,NaN,4.14,0.44,-6.4
2013,1,5,0,2,1,1.02,4.68,23.6,-6.4
2013,1,5,3,2,1,NaN,4.08,11.66,-6.4
2013,1,5,6,2,1,1.06,7.91,56.23,-6.4
2013,1,5,9,2,1,0.91,4.08,20.71,-6.4
2013,1,5,12,2,1,0.83,7.52,50.54,-6.4
2013,1,5,15,2,1,NaN,4.06,31.08,-6.4
2013,1,5,18,2,1,0.82,6.12,49.8,-6.4
2013,1,5,21,2,1,0.85,5.56,53.16,-6.4
2013,1,6,0,2,1,NaN,4.07,136.72,-6.4
2013,1,6,3,2,1,NaN,4.07,69.25,-6.4
2013,1,6,6,2,1,0.7,5.91,52.96,-6.4
2013,1,6,9,2,1,0.64,6.02,56.57,-6.4
2013,1,6,12,2,1,0.62,6.64,61.53,-6.4
2013,1,6,15,2,1,0.56,7.97,62.57,-6.4
2013,1,6,18,2,1,0.55,7.64,59.06,-6.4
2013,1,6,21,2,1,0.56,4.1,94.96,-6.4
2013,1,7,0,2,1,0.53,7.45,54.78,-6.4
2013,1,7,3,2,1,0.58,4.18,20.62,-6.4
2013,1,7,6,2,1,0.63,4.09,8.49,-6.4
2013,1,7,9,2,1,0.77,4.58,17.75,-6.4
2013,1,7,12,2,1,0.8,4.63,16.89,-6.4
2013,1,7,15,2,1,1.01,4.37,33.03,-6.4
2013,1,7,18,2,1,1.08,4.77,51.08,-6.4
2013,1,7,21,2,1,1.18,4.85,47.99,-6.4
