2009,1,1,0,0,0,0.98,3.9,9.028
2009,1,1,3,0,0,1.38,5.7,346.03
2009,1,1,6,0,0,1.36,7.7,32.028
2009,1,1,9,0,0,1.92,5,84.028
2009,1,1,12,0,0,1.75,5.4,22.028
2009,1,1,15,0,0,1.47,7.7,21.028
2009,1,1,18,0,0,1.49,9.4,37.028
2009,1,1,21,0,0,1.55,9.4,48.028
2009,1,2,0,0,0,1.44,9.4,27.028
2009,1,2,3,0,0,1.2,7.7,47.028
2009,1,2,6,0,0,1.29,11.1,40.028
2009,1,2,9,0,0,1.25,12.1,53.028
2009,1,2,12,0,0,1.03,9.4,63.028
2009,1,2,15,0,0,0.95,12.1,49.028
2009,1,2,18,0,0,0.89,9.4,44.028
2009,1,2,21,0,0,0.88,11.1,49.028
2009,1,3,0,0,0,0.81,12.1,52.028
2009,1,3,3,0,0,0.71,10.2,44.028
2009,1,3,6,0,0,0.73,9.4,43.028
2009,1,3,9,0,0,0.75,13.4,46.028
2009,1,3,12,0,0,0.75,10.2,65.028
2009,1,3,15,0,0,0.65,13.4,52.028
2009,1,3,18,0,0,0.64,12.1,47.028
2009,1,3,21,0,0,0.77,12.1,73.028
2009,1,4,0,0,0,0.81,13.4,59.028
2009,1,4,3,0,0,0.75,13.4,60.028
2009,1,4,6,0,0,0.73,4.1,91.028
2009,1,4,9,0,0,0.82,4.3,81.028
2009,1,4,12,0,0,0.56,3.7,97.028
2009,1,4,15,0,0,0.56,13.4,65.028
2009,1,4,18,0,0,0.59,3.9,70.028
2009,1,4,21,0,0,0.57,6.2,82.028
2009,1,5,0,0,0,0.55,9.4,55.028
2009,1,5,3,0,0,0.52,4.5,91.028
2009,1,5,6,0,0,0.48,4.5,81.028
2009,1,5,9,0,0,0.6,4.2,79.028
2009,1,5,12,0,0,0.5,4.5,76.028
2009,1,5,15,0,0,0.47,5.7,72.028
2009,1,5,18,0,0,0.46,10.2,61.028
2009,1,5,21,0,0,0.55,9.4,54.028
2009,1,6,0,0,0,0.54,3.2,109.03
2009,1,6,3,0,0,0.54,10.2,57.028
2009,1,6,6,0,0,0.47,14.9,77.028
2009,1,6,9,0,0,0.54,9.4,62.028
2009,1,6,12,0,0,0.63,8.2,58.028
2009,1,6,15,0,0,0.66,3.8,100.03
2009,1,6,18,0,0,0.69,4.3,91.028
2009,1,6,21,0,0,0.66,9.4,56.028
2009,1,7,0,0,0,0.67,4.1,92.028
2009,1,7,3,0,0,0.54,4.2,95.028
2009,1,7,6,0,0,0.42,4.2,107.03
2009,1,7,9,0,0,0.6,4.5,93.028
2009,1,7,12,0,0,0.56,4.1,110.03
2009,1,7,15,0,0,0.32,4.2,112.03
2009,1,7,18,0,0,0.32,13.4,68.028
2009,1,7,21,0,0,0.29,2.7,339.03
2009,1,8,0,0,0,0.33,13.4,39.028
2009,1,8,3,0,0,0.42,3.2,346.03
2009,1,8,6,0,0,0.58,3.6,357.03
2009,1,8,9,0,0,0.59,4.1,3.028
2009,1,8,12,0,0,0.49,8.2,52.028
2009,1,8,15,0,0,0.42,6.9,56.028
2009,1,8,18,0,0,0.36,8.2,44.028
2009,1,8,21,0,0,0.3,7.7,39.028
2009,1,9,0,0,0,0.28,7.3,29.028
2009,1,9,3,0,0,0.26,8.8,65.028
2009,1,9,6,0,0,0.28,9.4,64.028
2009,1,9,9,0,0,0.44,3.1,7.028
2009,1,9,12,0,0,0.59,3.6,8.028
2009,1,9,15,0,0,0.67,5.9,9.028
2009,1,9,18,0,0,0.64,6.9,49.028
2009,1,9,21,0,0,0.59,8.8,25.028
2009,1,10,0,0,0,0.57,7.7,20.028
2009,1,10,3,0,0,0.54,6.9,22.028
2009,1,10,6,0,0,0.51,6.9,16.028
2009,1,10,9,0,0,0.56,7.3,303.03
2009,1,10,12,0,0,0.63,8.8,73.028
2009,1,10,15,0,0,0.75,8.2,46.028
2009,1,10,18,0,0,0.66,7.7,44.028
2009,1,10,21,0,0,0.6,8.8,41.028
2009,1,11,0,0,0,0.61,8.2,10.028
2009,1,11,3,0,0,0.54,8.8,35.028
2009,1,11,6,0,0,0.48,9.4,57.028
2009,1,11,9,0,0,0.44,9.4,75.028
2009,1,11,12,0,0,0.5,8.8,46.028
2009,1,11,15,0,0,0.47,7.7,52.028
2009,1,11,18,0,0,0.4,9.4,45.028
2009,1,11,21,0,0,0.35,8.8,56.028
2009,1,12,0,0,0,0.29,8.8,62.028
2009,1,12,3,0,0,0.38,9.4,51.028
2009,1,12,6,0,0,0.34,8.8,60.028
2009,1,12,9,0,0,0.75,4.3,352.03
2009,1,12,12,0,0,0.79,3.9,0.028
2009,1,12,15,0,0,0.71,8.8,47.028
2009,1,12,18,0,0,0.65,8.8,71.028
2009,1,12,21,0,0,0.6,6.5,311.03
2009,1,13,0,0,0,0.55,6.5,57.028
2009,1,13,3,0,0,0.57,7.7,45.028
2009,1,13,6,0,0,0.51,8.2,69.028
2009,1,13,9,0,0,0.47,8.8,52.028
2009,1,13,12,0,0,0.5,7.3,58.028
2009,1,13,15,0,0,0.58,10.2,44.028
2009,1,13,18,0,0,0.58,10.2,50.028
2009,1,13,21,0,0,0.79,4.5,349.03
2009,1,14,0,0,0,1.05,5.7,24.028
2009,1,14,3,0,0,0.95,4.5,2.028
2009,1,14,6,0,0,1.06,4.8,31.028
2009,1,14,9,0,0,0.95,4.3,21.028
2009,1,14,12,0,0,0.94,9.4,32.028
2009,1,14,15,0,0,0.77,8.8,31.028
2009,1,14,18,0,0,0.75,8.2,42.028
2009,1,14,21,0,0,0.72,7.7,36.028
2009,1,15,0,0,0,0.73,8.8,41.028
2009,1,15,3,0,0,0.72,8.2,49.028
2009,1,15,6,0,0,0.8,6.9,31.028
2009,1,15,9,0,0,0.76,7.3,44.028
2009,1,15,12,0,0,1,3.6,0.028
2009,1,15,15,0,0,1.01,4.5,18.028
2009,1,15,18,0,0,0.95,9.4,59.028
2009,1,15,21,0,0,1.13,3.9,4.028
2009,1,16,0,0,0,1.21,4.5,347.03
2009,1,16,3,0,0,1.17,5.7,357.03
2009,1,16,6,0,0,1.65,5.4,39.028
2009,1,16,9,0,0,1.62,5.4,63.028
2009,1,16,12,0,0,1.49,5.2,45.028
2009,1,16,15,0,0,1.5,5,31.028
2009,1,16,18,0,0,1.44,5,24.028
2009,1,16,21,0,0,1.19,5,4.028
2009,1,17,0,0,0,1.37,5,8.028
2009,1,17,3,0,0,1.41,5.4,8.028
2009,1,17,6,0,0,1.38,8.8,49.028
2009,1,17,9,0,0,1.3,8.8,24.028
2009,1,17,12,0,0,1.26,8.8,26.028
2009,1,17,15,0,0,1.29,8.8,51.028
2009,1,17,18,0,0,1.31,8.8,69.028
2009,1,17,21,0,0,1.15,8.2,31.028
2009,1,18,0,0,0,1.06,9.4,44.028
2009,1,18,3,0,0,0.92,8.8,47.028
2009,1,18,6,0,0,0.93,9.4,44.028
2009,1,18,9,0,0,0.92,9.4,70.028
2009,1,18,12,0,0,0.75,8.2,75.028
2009,1,18,15,0,0,0.74,8.8,75.028
2009,1,18,18,0,0,0.7,9.4,47.028
2009,1,18,21,0,0,0.57,9.4,83.028
2009,1,19,0,0,0,0.47,9.4,59.028
2009,1,19,3,0,0,0.49,10.2,53.028
2009,1,19,6,0,0,0.43,10.2,57.028
2009,1,19,9,0,0,0.52,10.2,69.028
2009,1,19,12,0,0,0.56,10.2,70.028
2009,1,19,15,0,0,0.5,9.4,72.028
2009,1,19,18,0,0,0.47,12.1,66.028
2009,1,19,21,0,0,0.48,12.1,56.028
2009,1,20,0,0,0,0.5,11.1,72.028
2009,1,20,3,0,0,0.4,10.2,64.028
2009,1,20,6,0,0,0.44,11.1,62.028
2009,1,20,9,0,0,0.52,12.1,65.028
2009,1,20,12,0,0,0.58,11.1,52.028
2009,1,20,15,0,0,0.55,11.1,64.028
2009,1,20,18,0,0,0.5,10.2,57.028
2009,1,20,21,0,0,0.69,8.8,28.028
2009,1,21,0,0,0,1.14,8.8,40.028
2009,1,21,3,0,0,1.1,5.2,15.028
2009,1,21,6,0,0,0.93,4.5,3.028
2009,1,21,9,0,0,0.96,4.6,18.028
2009,1,21,12,0,0,0.81,4.5,13.028
2009,1,21,15,0,0,0.78,8.8,45.028
2009,1,21,18,0,0,0.78,11.1,42.028
2009,1,21,21,0,0,1.02,10.2,69.028
2009,1,22,0,0,0,0.94,10.2,69.028
2009,1,22,3,0,0,0.91,10.2,36.028
2009,1,22,6,0,0,0.83,10.2,35.028
2009,1,22,9,0,0,0.79,11.1,80.028
2009,1,22,12,0,0,0.84,9.4,47.028
2009,1,22,15,0,0,0.73,9.4,44.028
2009,1,22,18,0,0,0.68,12.1,67.028
2009,1,22,21,0,0,0.72,11.1,58.028
2009,1,23,0,0,0,0.71,11.1,60.028
2009,1,23,3,0,0,0.71,9.4,54.028
2009,1,23,6,0,0,0.64,9.4,44.028
2009,1,23,9,0,0,0.7,12.1,63.028
2009,1,23,12,0,0,0.63,12.1,63.028
2009,1,23,15,0,0,0.65,12.1,67.028
2009,1,23,18,0,0,0.6,11.1,62.028
2009,1,23,21,0,0,0.59,10.2,58.028
2009,1,24,0,0,0,0.56,11.1,66.028
2009,1,24,3,0,0,0.52,10.2,65.028
2009,1,24,6,0,0,0.59,11.1,81.028
2009,1,24,9,0,0,0.54,11.1,54.028
2009,1,24,12,0,0,0.55,11.1,67.028
2009,1,24,15,0,0,0.6,10.2,66.028
2009,1,24,18,0,0,0.44,12.1,58.028
2009,1,24,21,0,0,0.62,11.1,61.028
2009,1,25,0,0,0,0.47,11.1,65.028
2009,1,25,3,0,0,0.56,11.1,44.028
2009,1,25,6,0,0,0.5,10.2,71.028
2009,1,25,9,0,0,0.48,9.4,62.028
2009,1,25,12,0,0,0.55,10.2,41.028
2009,1,25,15,0,0,0.58,9.4,70.028
2009,1,25,18,0,0,0.52,10.2,49.028
2009,1,25,21,0,0,0.54,10.2,57.028
2009,1,26,0,0,0,0.49,9.4,51.028
2009,1,26,3,0,0,0.61,11.1,68.028
2009,1,26,6,0,0,0.59,12.1,63.028
2009,1,26,9,0,0,0.59,11.1,71.028
2009,1,26,12,0,0,0.6,11.1,71.028
2009,1,26,15,0,0,0.85,10.2,38.028
2009,1,26,18,0,0,0.76,11.1,53.028
2009,1,26,21,0,0,0.77,11.1,63.028
2009,1,27,0,0,0,0.72,8.2,0.028
2009,1,27,3,0,0,0.86,7.7,87.028
2009,1,27,6,0,0,0.93,9.4,40.028
2009,1,27,9,0,0,0.99,8.8,31.028
2009,1,27,12,0,0,1.01,10.2,88.028
